station_origin,station_destination,flows,population,jobs,distance
South Harrow,Barbican,3,1516,9134,24473.324732981622
South Harrow,Barking,0,1516,7004,37681.605491544185
South Harrow,Barons Court,26,1516,2956,15006.27458871264
South Harrow,Bayswater,0,1516,615,19522.54163003826
South Harrow,Bethnal Green,1,1516,4660,28021.87342860174
South Harrow,Blackfriars,3,1516,10849,24073.403163463754
South Harrow,Bond Street,2,1516,20967,21412.483398117005
South Harrow,Boston Manor,21,1516,892,13247.489236911366
South Harrow,Bounds Green,0,1516,778,30941.367385872374
South Harrow,Brixton,1,1516,5084,25830.132873908202
South Harrow,Caledonian Road,1,1516,1803,24189.094809437207
South Harrow,Camden Town,0,1516,6348,24391.37694448637
South Harrow,Canada Water,1,1516,20443,27531.815731297775
South Harrow,Canary Wharf,9,1516,58772,30133.63618113421
South Harrow,Canning Town,0,1516,15428,32677.770218197238
South Harrow,Cannon Street,0,1516,4698,24981.83187410096
South Harrow,Chancery Lane,1,1516,15391,23553.27719726341
South Harrow,Charing Cross,0,1516,7016,22186.473264650725
South Harrow,Chiswick Park,28,1516,1517,11010.752636646837
South Harrow,Clapham Common,1,1516,2020,25838.465245661962
South Harrow,Colliers Wood,0,1516,865,31593.81807033253
South Harrow,Covent Garden,6,1516,4355,22354.877922436375
South Harrow,Dollis Hill,1,1516,847,12006.08499437759
South Harrow,Ealing Broadway,17,1516,4846,10274.483237540415
South Harrow,Ealing Common,94,1516,915,8709.20897407103
South Harrow,Earl's Court,66,1516,6613,16511.04720775186
South Harrow,East Acton,3,1516,1505,14883.320837555862
South Harrow,East Ham,0,1516,2062,35638.622704077876
South Harrow,East Putney,9,1516,1877,20776.482358270485
South Harrow,Eastcote,10,1516,364,3624.8457745531296
South Harrow,Edgware Road,1,1516,6868,20703.061156922704
South Harrow,Elephant & Castle,2,1516,6427,24269.16393785856
South Harrow,Embankment,0,1516,10220,22526.79909547365
South Harrow,Euston,1,1516,16800,23017.800843504243
South Harrow,Euston Square,2,1516,8093,21114.993284431916
South Harrow,Farringdon,7,1516,25592,24012.42226339304
South Harrow,Finchley Road,5,1516,3417,16133.657218388389
South Harrow,Finsbury Park,2,1516,6769,25067.36671204642
South Harrow,Fulham Broadway,16,1516,4200,18021.177313080996
South Harrow,Gloucester Road,10,1516,5194,17421.149238183796
South Harrow,Goldhawk Road,2,1516,370,15118.026808617024
South Harrow,Goodge Street,1,1516,6457,22960.54875731261
South Harrow,Great Portland Street,1,1516,6936,20495.04641526817
South Harrow,Green Park,15,1516,26754,20837.06527879167
South Harrow,Gunnersbury,1,1516,4775,13505.620177685945
South Harrow,Hammersmith,173,1516,18250,14112.456689626131
South Harrow,Harrow-on-the-Hill,0,1516,3019,4411.454879039371
South Harrow,Hatton Cross,14,1516,1219,21803.899555512297
South Harrow,Heathrow Terminal 4,1,1516,693,23680.232221582723
South Harrow,Heathrow Terminal 5,2,1516,975,26671.810756675957
South Harrow,Heathrow Terminals 2 & 3,3,1516,2406,24216.578701511087
South Harrow,High Street Kensington,5,1516,5427,17811.881325830298
South Harrow,Highbury & Islington,1,1516,25385,23010.046602544408
South Harrow,Hillingdon,11,1516,318,8340.033241388674
South Harrow,Holborn,19,1516,22346,22987.80227046721
South Harrow,Holloway Road,2,1516,1696,24804.388003504508
South Harrow,Hounslow Central,11,1516,708,17521.399745894843
South Harrow,Hounslow East,17,1516,843,16775.72322210643
South Harrow,Hounslow West,4,1516,401,19000.467245329182
South Harrow,Hyde Park Corner,6,1516,2410,20057.19515143376
South Harrow,Ickenham,5,1516,282,7215.60265647961
South Harrow,Kew Gardens,6,1516,792,15285.842656036975
South Harrow,Kilburn,0,1516,1953,14437.222842884034
South Harrow,King's Cross St. Pancras,12,1516,33330,22154.447286461607
South Harrow,Knightsbridge,24,1516,6821,19473.25381853136
South Harrow,Ladbroke Grove,5,1516,2131,17296.964106094143
South Harrow,Latimer Road,2,1516,1109,16637.400058875126
South Harrow,Leicester Square,7,1516,8847,21989.35573055823
South Harrow,Liverpool Street,3,1516,61122,25614.68090106928
South Harrow,London Bridge,6,1516,29930,24454.525492821445
South Harrow,Manor House,0,1516,1311,26183.492187692747
South Harrow,Mansion House,1,1516,7815,24733.65668662351
South Harrow,Mile End,1,1516,3759,29653.237278225504
South Harrow,Moorgate,4,1516,24574,25180.600882095336
South Harrow,Neasden,0,1516,732,11220.516807584096
South Harrow,North Ealing,27,1516,332,7784.817453685629
South Harrow,North Greenwich,1,1516,6276,31963.411531013917
South Harrow,Northfields,25,1516,864,12316.658834355896
South Harrow,Northwick Park,1,1516,1713,5714.571109588545
South Harrow,Notting Hill Gate,2,1516,5490,18772.509762042202
South Harrow,Old Street,2,1516,15897,24855.373372216847
South Harrow,Osterley,19,1516,521,15808.246940184694
South Harrow,Oxford Circus,5,1516,44368,21441.800124190777
South Harrow,Paddington,3,1516,20198,20009.560426380558
South Harrow,Park Royal,78,1516,1552,6685.183840166369
South Harrow,Parsons Green,3,1516,2711,18723.508310408983
South Harrow,Piccadilly Circus,16,1516,13641,21614.672613573373
South Harrow,Pimlico,0,1516,5585,21911.26318777776
South Harrow,Preston Road,3,1516,411,7447.687285939384
South Harrow,Putney Bridge,12,1516,2494,19717.94714705406
South Harrow,Ravenscourt Park,6,1516,1895,13277.89122971097
South Harrow,Rayners Lane,5,1516,426,1805.5287510485566
South Harrow,Richmond,48,1516,5397,17453.962891774776
South Harrow,Royal Oak,1,1516,856,19072.277965872498
South Harrow,Ruislip,3,1516,257,5429.944789584442
South Harrow,Ruislip Manor,7,1516,408,4751.0634964332985
South Harrow,Russell Square,9,1516,5172,23024.9249921978
South Harrow,Seven Sisters,1,1516,10191,28473.31898707474
South Harrow,Shepherd's Bush,0,1516,9890,18140.943660393863
South Harrow,Shepherd's Bush Market,3,1516,416,15557.306630373238
South Harrow,Sloane Square,6,1516,8229,19345.676496783643
South Harrow,South Ealing,7,1516,670,11863.722468980654
South Harrow,South Kensington,43,1516,15325,18172.470871240836
South Harrow,Southfields,4,1516,1351,22407.329736907475
South Harrow,Southgate,0,1516,874,34274.76372149317
South Harrow,Southwark,5,1516,10326,23356.194629713318
South Harrow,St. James's Park,9,1516,13339,21288.69859541496
South Harrow,St. John's Wood,0,1516,3982,17748.921323604784
South Harrow,St. Paul's,3,1516,13446,24648.41476900605
South Harrow,Stamford Brook,3,1516,784,12568.612789770845
South Harrow,Stockwell,0,1516,1623,24243.415396829372
South Harrow,Stratford,0,1516,55954,30413.897033946476
South Harrow,Sudbury Hill,32,1516,277,1485.4472284819437
South Harrow,Sudbury Town,32,1516,218,3102.442301979926
South Harrow,Swiss Cottage,1,1516,2598,16779.0020773856
South Harrow,Temple,1,1516,6780,23321.374242378024
South Harrow,Tooting Broadway,1,1516,4506,30313.440335653147
South Harrow,Tottenham Court Road,3,1516,19126,22316.08615546391
South Harrow,Tottenham Hale,0,1516,3239,28628.30245940663
South Harrow,Tower Hill,0,1516,8286,26082.394262739894
South Harrow,Turnham Green,7,1516,1515,11958.333805134436
South Harrow,Turnpike Lane,1,1516,992,28505.12892149505
South Harrow,Upton Park,0,1516,1642,34338.35641790916
South Harrow,Uxbridge,99,1516,4316,10484.436171807061
South Harrow,Vauxhall,6,1516,16242,22736.577477541585
South Harrow,Victoria,10,1516,33251,20511.411220746475
South Harrow,Walthamstow Central,1,1516,5271,28773.136971733125
South Harrow,Warren Street,0,1516,17309,22591.48608688918
South Harrow,Waterloo,3,1516,23466,22699.779462277154
South Harrow,Wembley Park,8,1516,5759,8867.39895905902
South Harrow,West Brompton,10,1516,5859,17078.42643122497
South Harrow,West Ham,0,1516,5487,32087.39275029964
South Harrow,West Hampstead,1,1516,5856,15452.831400990352
South Harrow,West Harrow,2,1516,122,3169.6085399192543
South Harrow,West Kensington,4,1516,1345,15569.941319639393
South Harrow,Westbourne Park,1,1516,1347,18102.88595367026
South Harrow,Westminster,4,1516,15466,21849.436901773537
South Harrow,White City,1,1516,5966,16840.46731367929
South Harrow,Whitechapel,1,1516,17633,27543.847256445668
South Harrow,Willesden Green,1,1516,830,13252.176752246494
South Harrow,Wimbledon,29,1516,6295,25422.81868081954
South Harrow,Wimbledon Park,3,1516,596,23766.945661332556
South Harrow,Wood Green,2,1516,2146,29435.942075617793
South Harrow,Wood Lane,2,1516,1578,16083.555137843865
South Kensington,Acton Town,13,5030,2202,8436.649562602784
South Kensington,Aldgate,20,5030,7782,8507.101879059866
South Kensington,Aldgate East,62,5030,7932,8749.146204492046
South Kensington,Alperton,3,5030,741,13409.687170445222
South Kensington,Amersham,0,5030,256,44013.324919845094
South Kensington,Angel,14,5030,8103,7414.663007140525
South Kensington,Archway,7,5030,2193,9780.626103207256
South Kensington,Arnos Grove,2,5030,748,17552.01462403804
South Kensington,Arsenal,1,5030,315,9551.016005716441
South Kensington,Baker Street,37,5030,14973,5448.695631757389
South Kensington,Balham,1,5030,3814,10090.913511101433
South Kensington,Bank and Monument,229,5030,78549,7070.208697256904
South Kensington,Barbican,11,5030,9134,8553.241192136897
South Kensington,Barking,7,5030,7004,20643.92876966866
South Kensington,Barkingside,0,5030,262,26199.19004890153
South Kensington,Barons Court,28,5030,2956,3166.1962825281935
South Kensington,Bayswater,11,5030,615,3467.0876917968767
South Kensington,Becontree,0,5030,456,23938.364610533426
South Kensington,Belsize Park,3,5030,2255,8776.442564762729
South Kensington,Bermondsey,10,5030,3172,8369.843222687994
South Kensington,Bethnal Green,5,5030,4660,10318.892106689094
South Kensington,Blackfriars,218,5030,10849,5900.93229222292
South Kensington,Blackhorse Road,3,5030,2955,16297.429525802358
South Kensington,Bond Street,37,5030,20967,3813.4860574403233
South Kensington,Borough,0,5030,3254,6796.635473227204
South Kensington,Boston Manor,6,5030,892,11948.317490876101
South Kensington,Bounds Green,3,5030,778,16197.767197275545
South Kensington,Bow Road,1,5030,1193,12446.774679532205
South Kensington,Brent Cross,0,5030,450,13855.20343875302
South Kensington,Brixton,25,5030,5084,7657.662002667365
South Kensington,Bromley-by-Bow,2,5030,1613,13455.539687688997
South Kensington,Buckhurst Hill,0,5030,228,25424.825023328616
South Kensington,Burnt Oak,1,5030,649,18447.71876829823
South Kensington,Caledonian Road,10,5030,1803,8269.011268592481
South Kensington,Camden Town,16,5030,6348,6744.58628955637
South Kensington,Canada Water,14,5030,20443,9359.344860056934
South Kensington,Canary Wharf,267,5030,58772,11961.16530989337
South Kensington,Canning Town,16,5030,15428,14505.299346956403
South Kensington,Cannon Street,178,5030,4698,6809.361002860129
South Kensington,Canons Park,0,5030,526,22105.512823793604
South Kensington,Chalfont & Latimer,0,5030,554,40627.65862250475
South Kensington,Chalk Farm,2,5030,1329,7738.352166430046
South Kensington,Chancery Lane,24,5030,15391,5380.806326022582
South Kensington,Charing Cross,1,5030,7016,4014.002393409892
South Kensington,Chesham,0,5030,243,46943.5436110132
South Kensington,Chigwell,0,5030,148,26672.29965733327
South Kensington,Chiswick Park,7,5030,1517,7164.493764596087
South Kensington,Chorleywood,1,5030,702,37114.80433686531
South Kensington,Clapham Common,2,5030,2020,7665.994374421123
South Kensington,Clapham North,0,5030,1238,7023.240306811293
South Kensington,Clapham South,4,5030,1513,8918.301338264175
South Kensington,Cockfosters,0,5030,262,22740.747305586592
South Kensington,Colindale,1,5030,2081,17141.319012266846
South Kensington,Colliers Wood,1,5030,865,13421.34719909169
South Kensington,Covent Garden,51,5030,4355,4182.407051195543
South Kensington,Croxley,0,5030,340,33076.33889245779
South Kensington,Dagenham East,1,5030,649,26645.746607691603
South Kensington,Dagenham Heathway,3,5030,1108,25366.541221706968
South Kensington,Debden,0,5030,865,29312.37740878867
South Kensington,Dollis Hill,3,5030,847,13185.750300837833
South Kensington,Ealing Broadway,19,5030,4846,11028.536160639187
South Kensington,Ealing Common,5,5030,915,9463.261897169803
South Kensington,Earl's Court,28,5030,6613,1661.4236634889735
South Kensington,East Acton,2,5030,1505,7464.432388831945
South Kensington,East Finchley,1,5030,1253,13119.825877630201
South Kensington,East Ham,5,5030,2062,18219.014252492405
South Kensington,East Putney,14,5030,1877,5926.8588140076035
South Kensington,Eastcote,0,5030,364,21797.316645793962
South Kensington,Edgware,1,5030,772,19965.833247552036
South Kensington,Edgware Road,30,5030,6868,6154.478116410422
South Kensington,Elephant & Castle,15,5030,6427,6096.693066617721
South Kensington,Elm Park,0,5030,269,28941.53675622023
South Kensington,Embankment,106,5030,10220,4354.328224232814
South Kensington,Epping,0,5030,498,35259.764700972155
South Kensington,Euston,34,5030,16800,5371.010188574245
South Kensington,Euston Square,2,5030,8093,6895.446616656887
South Kensington,Fairlop,0,5030,182,27367.896105060754
South Kensington,Farringdon,27,5030,25592,8092.338722548315
South Kensington,Finchley Central,4,5030,1921,15490.364840166725
South Kensington,Finchley Road,7,5030,3417,8983.280712901416
South Kensington,Finsbury Park,19,5030,6769,10323.766523449593
South Kensington,Fulham Broadway,13,5030,4200,3171.5537688181116
South Kensington,Gants Hill,0,5030,601,22710.90145890049
South Kensington,Gloucester Road,10,5030,5194,751.3216330570393
South Kensington,Golders Green,1,5030,1871,12340.114983753803
South Kensington,Goldhawk Road,0,5030,370,5065.584300605595
South Kensington,Goodge Street,21,5030,6457,5047.277001550835
South Kensington,Grange Hill,0,5030,76,28019.202910373213
South Kensington,Great Portland Street,2,5030,6936,6275.4997474931415
South Kensington,Green Park,227,5030,26754,2664.594407550836
South Kensington,Greenford,1,5030,1157,14925.50952847004
South Kensington,Gunnersbury,23,5030,4775,7761.423438657906
South Kensington,Hainault,2,5030,356,28246.560525590343
South Kensington,Hammersmith,196,5030,18250,4060.014181614702
South Kensington,Hampstead,2,5030,2010,9954.429515576356
South Kensington,Hanger Lane,2,5030,1493,11099.213880682406
South Kensington,Harlesden,0,5030,1668,9260.26903914439
South Kensington,Harrow & Wealdstone,0,5030,1335,17927.950163560112
South Kensington,Harrow-on-the-Hill,3,5030,3019,20705.483052250434
South Kensington,Hatton Cross,3,5030,1219,20504.727809477034
South Kensington,Heathrow Terminal 4,3,5030,693,22381.06047554746
South Kensington,Heathrow Terminal 5,14,5030,975,25372.639010640694
South Kensington,Heathrow Terminals 2 & 3,25,5030,2406,22917.406955475824
South Kensington,Hendon Central,3,5030,1878,14988.823722725412
South Kensington,High Barnet,1,5030,953,21743.36793160584
South Kensington,High Street Kensington,32,5030,5427,1756.4273875889128
South Kensington,Highbury & Islington,23,5030,25385,8816.171759852907
South Kensington,Highgate,2,5030,856,11370.823809069712
South Kensington,Hillingdon,1,5030,318,26512.504112629507
South Kensington,Holborn,167,5030,22346,4815.331399226381
South Kensington,Holland Park,3,5030,2063,3416.7749605398385
South Kensington,Holloway Road,7,5030,1696,8884.30446265978
South Kensington,Hornchurch,0,5030,451,30485.90390306346
South Kensington,Hounslow Central,1,5030,708,16222.227999859582
South Kensington,Hounslow East,3,5030,843,15476.551476071167
South Kensington,Hounslow West,4,5030,401,17701.29549929392
South Kensington,Hyde Park Corner,24,5030,2410,1884.7242801929247
South Kensington,Ickenham,0,5030,282,25388.073527720444
South Kensington,Kennington,5,5030,1161,6287.47929000859
South Kensington,Kensal Green,0,5030,472,9465.306473034561
South Kensington,Kensington,0,5030,2252,3208.0923919507113
South Kensington,Kentish Town,5,5030,3404,8022.517505198081
South Kensington,Kenton,0,5030,768,16144.131820493558
South Kensington,Kew Gardens,4,5030,792,9541.645917008937
South Kensington,Kilburn,2,5030,1953,10754.61245233139
South Kensington,Kilburn Park,3,5030,823,7937.847577889022
South Kensington,King's Cross St. Pancras,132,5030,33330,6234.363745616881
South Kensington,Kingsbury,0,5030,1018,19166.255128699446
South Kensington,Knightsbridge,16,5030,6821,1300.7829472905241
South Kensington,Ladbroke Grove,3,5030,2131,7244.521598082715
South Kensington,Lambeth North,2,5030,1319,5100.9869476514405
South Kensington,Lancaster Gate,1,5030,1820,4213.499268801637
South Kensington,Latimer Road,3,5030,1109,6584.957550863698
South Kensington,Leicester Square,49,5030,8847,3816.8848593173966
South Kensington,Leyton,2,5030,1447,16741.383151493887
South Kensington,Leytonstone,1,5030,1844,18405.249172928307
South Kensington,Liverpool Street,123,5030,61122,7911.699579156635
South Kensington,London Bridge,76,5030,29930,6282.054621580604
South Kensington,Loughton,0,5030,655,27260.28061091438
South Kensington,Maida Vale,2,5030,949,7086.075600085725
South Kensington,Manor House,8,5030,1311,11439.891999095918
South Kensington,Mansion House,326,5030,7815,6561.185815382679
South Kensington,Marble Arch,3,5030,6145,4496.909940181719
South Kensington,Marylebone,11,5030,4250,5986.984963088909
South Kensington,Mile End,6,5030,3759,11821.856290746908
South Kensington,Mill Hill East,1,5030,681,17012.545334938408
South Kensington,Moor Park,0,5030,550,30166.248242631013
South Kensington,Moorgate,41,5030,24574,7847.025458930091
South Kensington,Morden,4,5030,1447,16033.015889006287
South Kensington,Mornington Crescent,2,5030,2927,6154.386042675675
South Kensington,Neasden,0,5030,732,13971.318487631328
South Kensington,Newbury Park,1,5030,559,25068.65486319743
South Kensington,North Acton,3,5030,3168,8644.93839874705
South Kensington,North Ealing,1,5030,332,10387.653417555206
South Kensington,North Greenwich,23,5030,6276,13790.940659773076
South Kensington,North Harrow,0,5030,190,22685.072051663756
South Kensington,North Wembley,0,5030,365,13821.404445156773
South Kensington,Northfields,9,5030,864,11017.487088320631
South Kensington,Northolt,1,5030,663,16743.913272026122
South Kensington,Northwick Park,2,5030,1713,19402.36682170126
South Kensington,Northwood,1,5030,1018,27948.032124227673
South Kensington,Northwood Hills,0,5030,488,26361.392083633073
South Kensington,Notting Hill Gate,31,5030,5490,2717.055823800817
South Kensington,Oakwood,1,5030,423,21396.793320713514
South Kensington,Old Street,41,5030,15897,8700.532182324278
South Kensington,Osterley,7,5030,521,14509.075194149429
South Kensington,Oval,3,5030,2544,7202.624610411503
South Kensington,Oxford Circus,80,5030,44368,3675.1378070990268
South Kensington,Paddington,92,5030,20198,5365.8642712501205
South Kensington,Park Royal,10,5030,1552,11487.287031074466
South Kensington,Parsons Green,12,5030,2711,3873.8847661460995
South Kensington,Perivale,0,5030,532,13329.101129099085
South Kensington,Piccadilly Circus,147,5030,13641,3442.201742332541
South Kensington,Pimlico,6,5030,5585,3738.792316536924
South Kensington,Pinner,0,5030,292,24202.78637305508
South Kensington,Plaistow,3,5030,1049,15597.637584920094
South Kensington,Preston Road,0,5030,411,17669.25064535042
South Kensington,Putney Bridge,10,5030,2494,4868.323602791177
South Kensington,Queen's Park,4,5030,2167,8747.665037076194
South Kensington,Queensbury,0,5030,439,20412.240776093677
South Kensington,Queensway,0,5030,1882,3355.366401514849
South Kensington,Ravenscourt Park,41,5030,1895,4900.104518901133
South Kensington,Rayners Lane,2,5030,426,19977.99962228939
South Kensington,Redbridge,1,5030,198,21253.160062883566
South Kensington,Regent's Park,19,5030,3364,4653.171555779223
South Kensington,Richmond,48,5030,5397,11709.766152746735
South Kensington,Rickmansworth,0,5030,937,33563.43956239552
South Kensington,Roding Valley,0,5030,84,24483.661391242225
South Kensington,Royal Oak,0,5030,856,6303.146731758183
South Kensington,Ruislip,0,5030,257,23602.415660825274
South Kensington,Ruislip Gardens,1,5030,167,19953.728951795983
South Kensington,Ruislip Manor,0,5030,408,22923.534367674132
South Kensington,Russell Square,85,5030,5172,5521.752824984334
South Kensington,Seven Sisters,18,5030,10191,13729.718798477916
South Kensington,Shepherd's Bush,4,5030,9890,4206.809565993945
South Kensington,Shepherd's Bush Market,1,5030,416,5504.864122361808
South Kensington,Sloane Square,45,5030,8229,1173.2056255428058
South Kensington,Snaresbrook,0,5030,512,20063.458236591596
South Kensington,South Ealing,6,5030,670,10564.550722945389
South Kensington,South Harrow,1,5030,387,18172.470871240832
South Kensington,South Kenton,0,5030,261,14757.139330468071
South Kensington,South Ruislip,0,5030,289,19067.84917903273
South Kensington,South Wimbledon,0,5030,1361,14499.790330242411
South Kensington,South Woodford,0,5030,766,21379.306599832467
South Kensington,Southfields,6,5030,1351,7557.706192644593
South Kensington,Southgate,2,5030,874,19531.16353289634
South Kensington,Southwark,24,5030,10326,5183.723758472479
South Kensington,St. James's Park,95,5030,13339,3116.227724174124
South Kensington,St. John's Wood,11,5030,3982,7587.593444529301
South Kensington,St. Paul's,10,5030,13446,6475.943897765218
South Kensington,Stamford Brook,6,5030,784,5609.382958841257
South Kensington,Stanmore,1,5030,983,23525.13634565566
South Kensington,Stepney Green,7,5030,1879,10792.609316738917
South Kensington,Stockwell,4,5030,1623,6070.944525588537
South Kensington,Stonebridge Park,0,5030,729,10755.208254376825
South Kensington,Stratford,32,5030,55954,14610.043753626389
South Kensington,Sudbury Hill,1,5030,277,16687.02364275889
South Kensington,Sudbury Town,0,5030,218,15070.028569260907
South Kensington,Swiss Cottage,3,5030,2598,8557.512690748483
South Kensington,Temple,115,5030,6780,5148.9033711371885
South Kensington,Theydon Bois,0,5030,98,32634.380588962154
South Kensington,Tooting Bec,2,5030,1239,11066.04613758992
South Kensington,Tooting Broadway,5,5030,4506,12140.969464412306
South Kensington,Tottenham Court Road,17,5030,19126,4402.814399702133
South Kensington,Tottenham Hale,13,5030,3239,14883.27552822765
South Kensington,Totteridge & Whetstone,0,5030,287,19150.756024809078
South Kensington,Tower Hill,86,5030,8286,7909.9233914990555
South Kensington,Tufnell Park,0,5030,557,8787.101282572998
South Kensington,Turnham Green,18,5030,1515,6214.1370661063975
South Kensington,Turnpike Lane,7,5030,992,13761.52873289822
South Kensington,Upminster,1,5030,1132,33023.581711502906
South Kensington,Upminster Bridge,0,5030,568,31712.837877338436
South Kensington,Upney,0,5030,485,22011.220560589383
South Kensington,Upton Park,5,5030,1642,16918.74796632369
South Kensington,Uxbridge,11,5030,4316,28656.907043047893
South Kensington,Vauxhall,28,5030,16242,4564.106606300748
South Kensington,Victoria,82,5030,33251,2338.9403495056376
South Kensington,Walthamstow Central,6,5030,5271,17856.41803570356
South Kensington,Wanstead,0,5030,419,20072.75500934648
South Kensington,Warren Street,38,5030,17309,4824.823769797431
South Kensington,Warwick Avenue,2,5030,1174,6298.478279341801
South Kensington,Waterloo,33,5030,23466,4527.308591036315
South Kensington,Watford,1,5030,961,35131.13666537247
South Kensington,Wembley Central,0,5030,1327,12473.299470875218
South Kensington,Wembley Park,6,5030,5759,16249.538972230785
South Kensington,West Acton,0,5030,488,10456.393950425147
South Kensington,West Brompton,20,5030,5859,2228.8028869620825
South Kensington,West Finchley,1,5030,91,16727.161140653803
South Kensington,West Ham,4,5030,5487,14667.784298714167
South Kensington,West Hampstead,7,5030,5856,9739.003894225072
South Kensington,West Harrow,0,5030,122,21342.079411160088
South Kensington,West Kensington,19,5030,1345,2605.472872696816
South Kensington,West Ruislip,0,5030,194,22078.10870453753
South Kensington,Westbourne Park,0,5030,1347,7272.538743960422
South Kensington,Westminster,80,5030,15466,3676.966030532699
South Kensington,White City,8,5030,5966,5507.285912708516
South Kensington,Whitechapel,45,5030,17633,9712.466268967073
South Kensington,Willesden Green,0,5030,830,11939.65854296893
South Kensington,Willesden Junction,0,5030,4165,8113.082667444482
South Kensington,Wimbledon,67,5030,6295,10573.195136556653
South Kensington,Wimbledon Park,1,5030,596,8917.322117069672
South Kensington,Wood Green,8,5030,2146,14692.341887020964
South Kensington,Wood Lane,1,5030,1578,6031.112629832436
South Kensington,Woodford,0,5030,706,23091.25041155135
South Kensington,Woodside Park,0,5030,745,17673.647692221268
South Kenton,Acton Central,2,1073,750,9709.428037682388
South Kenton,Aldgate,3,1073,7782,20298.740286240707
South Kenton,Aldgate East,1,1073,7932,20542.517822989103
South Kenton,Angel,0,1073,8103,17296.73717900371
South Kenton,Baker Street,6,1073,14973,14586.112834720261
South Kenton,Bank and Monument,10,1073,78549,19919.408274786983
South Kenton,Barbican,2,1073,9134,18435.315364000082
South Kenton,Bayswater,4,1073,615,12911.74142988144
South Kenton,Blackfriars,2,1073,10849,19537.0317803835
South Kenton,Bond Street,3,1073,20967,15560.155787318225
South Kenton,Brixton,1,1073,5084,22414.801333135434
South Kenton,Brondesbury Park,7,1073,895,9275.77016378787
South Kenton,Bushey,3,1073,456,10573.951071490941
South Kenton,Caledonian Road & Barnsbury,2,1073,1668,17610.782044346473
South Kenton,Camden Road,4,1073,3784,15846.23058257333
South Kenton,Canada Water,0,1073,20443,23591.882996875764
South Kenton,Canary Wharf,9,1073,58772,25306.73789822794
South Kenton,Carpenders Park,7,1073,340,8611.04322754156
South Kenton,Chancery Lane,7,1073,15391,18258.811975770415
South Kenton,Charing Cross,10,1073,7016,17650.10188157047
South Kenton,Clapham Junction,3,1073,4969,16875.60968984798
South Kenton,Covent Garden,1,1073,4355,17818.50653935612
South Kenton,Dalston Kingsland,0,1073,2091,20586.6451324896
South Kenton,Denmark Hill,0,1073,2612,23615.925584950233
South Kenton,Earl's Court,1,1073,6613,13095.715666979097
South Kenton,Edgware Road,5,1073,6868,13551.293977329973
South Kenton,Elephant & Castle,5,1073,6427,20329.23120343655
South Kenton,Embankment,3,1073,10220,17990.427712393393
South Kenton,Euston,35,1073,16800,15253.084360437431
South Kenton,Farringdon,4,1073,25592,17974.4128944115
South Kenton,Finsbury Park,1,1073,6769,20205.84069531278
South Kenton,Fulham Broadway,2,1073,4200,14037.468096554358
South Kenton,Gloucester Road,1,1073,5194,14005.81769741103
South Kenton,Goodge Street,0,1073,6457,16331.835901924549
South Kenton,Gospel Oak,0,1073,2025,13856.857116558052
South Kenton,Green Park,2,1073,26754,16709.04743720771
South Kenton,Gunnersbury,4,1073,4775,11878.739027714499
South Kenton,Hackney Central,0,1073,2440,21876.381232796575
South Kenton,Hackney Wick,0,1073,1263,24255.303030285166
South Kenton,Hammersmith,1,1073,18250,15494.306185104826
South Kenton,Hampstead Heath,2,1073,2792,12918.31201398709
South Kenton,Harlesden,62,1073,1668,5496.870291323679
South Kenton,Harrow & Wealdstone,92,1073,1335,3170.8108330920413
South Kenton,Hatch End,1,1073,93,6167.786989340349
South Kenton,Headstone Lane,13,1073,310,5021.672662819541
South Kenton,High Street Kensington,4,1073,5427,13122.337998097284
South Kenton,Highbury & Islington,0,1073,25385,18424.371485247124
South Kenton,Holborn,8,1073,22346,17693.337048974216
South Kenton,Holland Park,0,1073,2063,11461.990425146358
South Kenton,Imperial Wharf,2,1073,2049,14671.881907778092
South Kenton,Kensal Green,21,1073,472,7996.280468613667
South Kenton,Kensal Rise,2,1073,1376,8273.260784632588
South Kenton,Kensington,3,1073,2252,11549.046938517358
South Kenton,Kentish Town West,0,1073,1128,14947.999602247084
South Kenton,Kenton,42,1073,768,1386.992490025486
South Kenton,Kew Gardens,0,1073,792,13658.961506065529
South Kenton,Kilburn High Road,4,1073,266,10445.360440919987
South Kenton,Kilburn Park,9,1073,823,10190.69682553077
South Kenton,King's Cross St. Pancras,1,1073,33330,16116.437917480067
South Kenton,Knightsbridge,1,1073,6821,16057.922277758593
South Kenton,Lambeth North,2,1073,1319,19333.525084470268
South Kenton,Leicester Square,1,1073,8847,17452.984347477974
South Kenton,Liverpool Street,6,1073,61122,19576.67153208774
South Kenton,London Bridge,3,1073,29930,20514.592758399434
South Kenton,Maida Vale,8,1073,949,11042.468803334068
South Kenton,Mansion House,3,1073,7815,20197.285303543256
South Kenton,Marble Arch,1,1073,6145,14876.731904576829
South Kenton,Marylebone,6,1073,4250,14154.164929407092
South Kenton,Mile End,0,1073,3759,23615.227909243964
South Kenton,Moorgate,2,1073,24574,19142.591513113795
South Kenton,Mornington Crescent,0,1073,2927,16036.460214538862
South Kenton,North Wembley,18,1073,365,935.7348853112977
South Kenton,Notting Hill Gate,3,1073,5490,12161.70956188538
South Kenton,Old Street,0,1073,15897,18817.364003235307
South Kenton,Oxford Circus,22,1073,44368,16114.486071473913
South Kenton,Paddington,24,1073,20198,12762.680132169671
South Kenton,Parsons Green,1,1073,2711,14739.799093882346
